game_date,pitcher_name,opponent,ballpark,fantasy_points,last_start_fp,season_avg_fp_prior,streamer_category
8/3/2025,Chris Bassitt,KCR,TOR,17,-9.7,11.34090909,Questionable Start
8/9/2025,Chris Bassitt,LAD,LAD,0.6,17,11.58695652,Do Not Start
8/15/2025,Chris Bassitt,TEX,TOR,5,0.6,11.12916667,NA
8/20/2025,Chris Bassitt,PIT,PIT,13.6,5,10.884,Questionable Start
8/26/2025,Chris Bassitt,MIN,TOR,10.6,13.6,10.98846154,Do Not Start
9/1/2025,Chris Bassitt,CIN,CIN,13,10.6,10.97407407,Questionable Start
9/6/2025,Chris Bassitt,NYY,NYY,12,13,11.04642857,Do Not Start
9/12/2025,Chris Bassitt,BAL,TOR,16,12,11.07931034,Questionable Start
9/18/2025,Chris Bassitt,TBR,TBR,-0.7,16,11.24333333,Questionable Start
4/18/2025,Colin Rea,ARI,CHC,10.6,7.6,7.6,Do Not Start
4/25/2025,Colin Rea,PHI,CHC,22,10.6,9.1,Do Not Start
5/1/2025,Colin Rea,PIT,PIT,15,22,13.4,Questionable Start
5/6/2025,Colin Rea,SFG,CHC,1,15,13.8,Probably Start
5/12/2025,Colin Rea,MIA,CHC,15.6,1,11.24,Probably Start
5/18/2025,Colin Rea,CHW,CHC,10.3,15.6,11.96666667,Probably Start
5/24/2025,Colin Rea,CIN,CIN,1,10.3,11.72857143,Questionable Start
5/30/2025,Colin Rea,CIN,CHC,-5.4,1,10.3875,Probably Start
6/10/2025,Colin Rea,PHI,PHI,2.3,-5.4,8.633333333,Do Not Start
6/15/2025,Colin Rea,PIT,CHC,13,2.3,8,Questionable Start
6/22/2025,Colin Rea,SEA,CHC,-8.7,13,8.454545455,Do Not Start
6/28/2025,Colin Rea,HOU,HOU,13,-8.7,7.025,Do Not Start
7/4/2025,Colin Rea,STL,CHC,21.6,13,7.484615385,Do Not Start
7/10/2025,Colin Rea,MIN,MIN,24,21.6,8.492857143,Do Not Start
7/18/2025,Colin Rea,BOS,CHC,15,24,9.526666667,Questionable Start
7/23/2025,Colin Rea,KCR,CHC,2,15,9.86875,Questionable Start
7/29/2025,Colin Rea,MIL,MIL,-4,2,9.405882353,Questionable Start
8/3/2025,Colin Rea,BAL,CHC,6.6,-4,8.661111111,Questionable Start
8/9/2025,Colin Rea,STL,STL,22,6.6,8.552631579,Probably Start
8/15/2025,Colin Rea,PIT,CHC,13,22,9.225,NA
8/20/2025,Colin Rea,MIL,CHC,11.6,13,9.404761905,Questionable Start
8/27/2025,Colin Rea,SFG,SFG,-7.4,11.6,9.504545455,Probably Start
9/1/2025,Colin Rea,ATL,CHC,1,-7.4,8.769565217,Questionable Start
9/13/2025,Colin Rea,TBR,CHC,7.3,1,8.445833333,Questionable Start
9/18/2025,Colin Rea,CIN,CIN,26,7.3,8.4,Questionable Start
9/26/2025,Colin Rea,STL,CHC,24.6,26,9.076923077,Probably Start
4/4/2025,Seth Lugo,BAL,KCR,17,6,6,Auto Start
4/9/2025,Seth Lugo,MIN,KCR,9.6,17,11.5,Auto Start
4/14/2025,Seth Lugo,NYY,NYY,5.6,9.6,10.86666667,Auto Start
4/19/2025,Seth Lugo,DET,DET,10.6,5.6,9.55,Auto Start
4/25/2025,Seth Lugo,HOU,KCR,33,10.6,9.76,Probably Start
5/1/2025,Seth Lugo,TBR,TBR,19,33,13.63333333,Auto Start
5/6/2025,Seth Lugo,CHW,KCR,9.6,19,14.4,Auto Start
5/11/2025,Seth Lugo,BOS,KCR,11,9.6,13.8,Auto Start
5/30/2025,Seth Lugo,DET,KCR,-2.7,11,13.48888889,Probably Start
6/6/2025,Seth Lugo,CHW,CHW,9,-2.7,11.87,Auto Start
6/12/2025,Seth Lugo,NYY,KCR,12.6,9,11.60909091,Questionable Start
6/17/2025,Seth Lugo,TEX,TEX,26,12.6,11.69166667,Auto Start
6/22/2025,Seth Lugo,SDP,SDP,21.3,26,12.79230769,Probably Start
6/28/2025,Seth Lugo,LAD,KCR,19.6,21.3,13.4,Questionable Start
7/3/2025,Seth Lugo,SEA,SEA,20.3,19.6,13.81333333,Auto Start
7/8/2025,Seth Lugo,PIT,KCR,14,20.3,14.21875,Auto Start
7/18/2025,Seth Lugo,MIA,MIA,5,14,14.20588235,Auto Start
7/23/2025,Seth Lugo,CHC,CHC,19,5,13.69444444,Auto Start
7/29/2025,Seth Lugo,ATL,KCR,8.6,19,13.97368421,Auto Start
8/3/2025,Seth Lugo,TOR,TOR,3.6,8.6,13.705,Probably Start
8/8/2025,Seth Lugo,MIN,MIN,-12,3.6,13.22380952,Probably Start
8/13/2025,Seth Lugo,WSN,KCR,-8,-12,12.07727273,Probably Start
8/19/2025,Seth Lugo,TEX,KCR,14.3,-8,11.20434783,Probably Start
8/24/2025,Seth Lugo,DET,DET,-2.7,14.3,11.33333333,Probably Start
8/29/2025,Seth Lugo,DET,KCR,-5.7,-2.7,10.772,Questionable Start
5/26/2025,Adrian Houser,NYM,NYM,20,20,20,Do Not Start
6/1/2025,Adrian Houser,BAL,BAL,9.3,20,20,Questionable Start
6/7/2025,Adrian Houser,KCR,CHW,20,9.3,16.43333333,Questionable Start
6/13/2025,Adrian Houser,TEX,TEX,1,20,17.325,Questionable Start
6/22/2025,Adrian Houser,TOR,TOR,8.3,1,14.06,Do Not Start
6/28/2025,Adrian Houser,SFG,CHW,26,8.3,13.1,Do Not Start
7/4/2025,Adrian Houser,COL,COL,29,26,14.94285714,Do Not Start
7/9/2025,Adrian Houser,TOR,CHW,17,29,16.7,Do Not Start
7/19/2025,Adrian Houser,PIT,PIT,0.3,17,16.73333333,Questionable Start
7/25/2025,Adrian Houser,CHC,CHW,12.6,0.3,15.09,Do Not Start
8/4/2025,Adrian Houser,LAA,LAA,-3.4,12.6,14.86363636,Questionable Start
8/10/2025,Adrian Houser,SEA,SEA,2,-3.4,13.34166667,Probably Start
8/16/2025,Adrian Houser,SFG,SFG,17,2,12.46923077,Probably Start
8/22/2025,Adrian Houser,STL,TBR,9.3,17,12.79285714,Probably Start
8/29/2025,Adrian Houser,WSN,WSN,5,9.3,12.56,Questionable Start
9/3/2025,Adrian Houser,SEA,TBR,21,5,12.0875,Questionable Start
9/9/2025,Adrian Houser,CHW,CHW,14.3,21,12.61176471,Questionable Start
9/14/2025,Adrian Houser,CHC,CHC,8,14.3,12.70555556,Do Not Start
9/20/2025,Adrian Houser,BOS,TBR,6,8,12.45789474,Questionable Start
9/26/2025,Adrian Houser,TOR,TOR,6,6,12.135,Questionable Start
4/4/2025,Nick Martinez,MIL,MIL,1.6,10,10,Probably Start
4/9/2025,Nick Martinez,SFG,SFG,7.6,1.6,5.8,Probably Start
4/16/2025,Nick Martinez,SEA,CIN,0.6,7.6,6.4,Probably Start
4/22/2025,Nick Martinez,MIA,MIA,8.6,0.6,4.95,Probably Start
4/28/2025,Nick Martinez,STL,CIN,17,8.6,5.68,Probably Start
5/4/2025,Nick Martinez,WSN,CIN,18,17,7.566666667,Probably Start
5/9/2025,Nick Martinez,HOU,HOU,7,18,9.057142857,Questionable Start
5/15/2025,Nick Martinez,CHW,CIN,27,7,8.8,Probably Start
5/20/2025,Nick Martinez,PIT,PIT,13,27,10.82222222,Probably Start
5/26/2025,Nick Martinez,KCR,KCR,16,13,11.04,Probably Start
6/1/2025,Nick Martinez,CHC,CHC,-4.4,16,11.49090909,Questionable Start
6/7/2025,Nick Martinez,ARI,CIN,20,-4.4,10.16666667,Do Not Start
6/13/2025,Nick Martinez,DET,DET,2,20,10.92307692,Do Not Start
6/19/2025,Nick Martinez,MIN,CIN,-11.4,2,10.28571429,Questionable Start
6/27/2025,Nick Martinez,SDP,CIN,30,-11.4,8.84,Do Not Start
7/2/2025,Nick Martinez,BOS,BOS,8.6,30,10.1625,Do Not Start
7/8/2025,Nick Martinez,MIA,CIN,-13,8.6,10.07058824,Questionable Start
7/13/2025,Nick Martinez,COL,CIN,13.3,-13,8.788888889,Questionable Start
7/19/2025,Nick Martinez,NYM,NYM,13,13.3,9.026315789,Do Not Start
7/25/2025,Nick Martinez,TBR,CIN,15,13,9.225,Do Not Start
7/30/2025,Nick Martinez,LAD,CIN,15,15,9.5,Do Not Start
8/9/2025,Nick Martinez,PIT,PIT,22,15,9.75,Questionable Start
8/15/2025,Nick Martinez,MIL,CIN,-11.4,22,10.2826087,NA
8/20/2025,Nick Martinez,LAA,LAA,20,-11.4,9.379166667,Do Not Start
8/26/2025,Nick Martinez,LAD,LAD,1.3,20,9.804,Do Not Start
4/2/2025,Sonny Gray,LAA,STL,12,16,16,Auto Start
4/8/2025,Sonny Gray,PIT,PIT,19,12,14,Auto Start
4/14/2025,Sonny Gray,HOU,STL,26,19,15.66666667,Auto Start
4/20/2025,Sonny Gray,NYM,NYM,11,26,18.25,Auto Start
4/26/2025,Sonny Gray,MIL,STL,6,11,16.8,NA
5/2/2025,Sonny Gray,NYM,STL,-1.7,6,15,Auto Start
5/7/2025,Sonny Gray,PIT,STL,31,-1.7,12.61428571,Auto Start
5/14/2025,Sonny Gray,PHI,PHI,-9.4,31,14.9125,Auto Start
5/19/2025,Sonny Gray,DET,STL,29,-9.4,12.21111111,Probably Start
5/25/2025,Sonny Gray,ARI,STL,8,29,13.89,NA
5/31/2025,Sonny Gray,TEX,TEX,31,8,13.35454545,Probably Start
6/6/2025,Sonny Gray,LAD,STL,20.3,31,14.825,Questionable Start
6/12/2025,Sonny Gray,MIL,MIL,-4.7,20.3,15.24615385,Auto Start
6/21/2025,Sonny Gray,CIN,STL,11,-4.7,13.82142857,Auto Start
6/27/2025,Sonny Gray,CLE,CLE,42,11,13.63333333,Auto Start
7/2/2025,Sonny Gray,PIT,PIT,10.3,42,15.40625,Auto Start
7/8/2025,Sonny Gray,WSN,STL,16,10.3,15.10588235,Auto Start
7/13/2025,Sonny Gray,ATL,STL,9,16,15.15555556,Auto Start
7/19/2025,Sonny Gray,ARI,ARI,-12.7,9,14.83157895,Probably Start
7/24/2025,Sonny Gray,SDP,STL,2,-12.7,13.455,Auto Start
7/29/2025,Sonny Gray,MIA,STL,5,2,12.90952381,Probably Start
8/4/2025,Sonny Gray,LAD,LAD,25,5,12.55,Probably Start
8/10/2025,Sonny Gray,CHC,STL,25,25,13.09130435,Probably Start
8/16/2025,Sonny Gray,NYY,STL,-1,25,13.5875,Probably Start
8/21/2025,Sonny Gray,TBR,TBR,13,-1,13.004,Auto Start
8/27/2025,Sonny Gray,PIT,STL,20,13,13.00384615,Auto Start
9/1/2025,Sonny Gray,ATH,STL,-5,20,13.26296296,Auto Start
9/7/2025,Sonny Gray,SFG,STL,14.3,-5,12.61071429,Auto Start
9/13/2025,Sonny Gray,MIL,MIL,14,14.3,12.66896552,Auto Start
9/19/2025,Sonny Gray,MIL,STL,19,14,12.71333333,Probably Start
9/24/2025,Sonny Gray,SFG,SFG,12,19,12.91612903,Auto Start
4/6/2025,Tyler Anderson,CLE,LAA,11,5,5,Questionable Start
4/12/2025,Tyler Anderson,HOU,HOU,21.6,11,8,Do Not Start
4/18/2025,Tyler Anderson,SFG,LAA,24,21.6,12.53333333,Questionable Start
4/24/2025,Tyler Anderson,PIT,LAA,7,24,15.4,Probably Start
4/30/2025,Tyler Anderson,SEA,SEA,13,7,13.72,Probably Start
5/6/2025,Tyler Anderson,TOR,LAA,14.6,13,13.6,Questionable Start
5/11/2025,Tyler Anderson,BAL,LAA,12,14.6,13.74285714,Questionable Start
5/17/2025,Tyler Anderson,LAD,LAD,4,12,13.525,Do Not Start
5/22/2025,Tyler Anderson,ATH,ATH,-10.4,4,12.46666667,Questionable Start
5/27/2025,Tyler Anderson,NYY,LAA,13,-10.4,10.18,Do Not Start
6/2/2025,Tyler Anderson,BOS,BOS,-1.7,13,10.43636364,Do Not Start
6/8/2025,Tyler Anderson,SEA,LAA,3.6,-1.7,9.425,Questionable Start
6/14/2025,Tyler Anderson,BAL,BAL,-4,3.6,8.976923077,Questionable Start
6/19/2025,Tyler Anderson,NYY,NYY,4,-4,8.05,Questionable Start
6/24/2025,Tyler Anderson,BOS,LAA,11.6,4,7.78,Questionable Start
7/1/2025,Tyler Anderson,ATL,ATL,19,11.6,8.01875,Questionable Start
7/6/2025,Tyler Anderson,TOR,TOR,1,19,8.664705882,Questionable Start
7/11/2025,Tyler Anderson,ARI,LAA,0,1,8.238888889,Do Not Start
7/21/2025,Tyler Anderson,NYM,NYM,5,0,7.805263158,Questionable Start
7/26/2025,Tyler Anderson,SEA,LAA,3.6,5,7.665,Questionable Start
8/1/2025,Tyler Anderson,CHW,LAA,8,3.6,7.471428571,Probably Start
8/6/2025,Tyler Anderson,TBR,LAA,3,8,7.495454545,Questionable Start
8/16/2025,Tyler Anderson,ATH,ATH,-3,3,7.3,Do Not Start
8/22/2025,Tyler Anderson,CHC,LAA,11,-3,6.870833333,Do Not Start
8/29/2025,Tyler Anderson,HOU,HOU,8,11,7.036,Do Not Start
4/5/2025,Marcus Stroman,PIT,PIT,1,3.6,3.6,Do Not Start
4/11/2025,Marcus Stroman,SFG,NYY,-15.4,1,2.3,Do Not Start
6/29/2025,Marcus Stroman,ATH,NYY,14,-15.4,-3.6,Do Not Start
7/4/2025,Marcus Stroman,NYM,NYM,5,14,0.8,Do Not Start
7/10/2025,Marcus Stroman,SEA,NYY,6,5,1.64,Do Not Start
7/20/2025,Marcus Stroman,ATL,ATL,20,6,2.366666667,Do Not Start
7/26/2025,Marcus Stroman,PHI,NYY,-3.4,20,4.885714286,Do Not Start
7/31/2025,Marcus Stroman,TBR,NYY,9,-3.4,3.85,Do Not Start
4/2/2025,Blake Snell,ATL,LAD,5,9,9,Auto Start
8/2/2025,Blake Snell,TBR,TBR,12,5,7,Questionable Start
8/9/2025,Blake Snell,TOR,LAD,24,12,8.666666667,Auto Start
8/16/2025,Blake Snell,SDP,LAD,19,24,12.5,Auto Start
8/22/2025,Blake Snell,SDP,SDP,14,19,13.8,Auto Start
8/29/2025,Blake Snell,ARI,LAD,10.3,14,13.83333333,Auto Start
9/4/2025,Blake Snell,PIT,PIT,-1,10.3,13.32857143,Auto Start
9/10/2025,Blake Snell,COL,LAD,30,-1,11.5375,Auto Start
9/17/2025,Blake Snell,PHI,LAD,34,30,13.58888889,Auto Start
9/24/2025,Blake Snell,ARI,ARI,15,34,15.63,Auto Start
4/2/2025,Clay Holmes,MIA,MIA,8.6,3.6,3.6,Probably Start
4/8/2025,Clay Holmes,MIA,NYM,14.3,8.6,6.1,Probably Start
4/14/2025,Clay Holmes,MIN,MIN,22,14.3,8.833333333,Probably Start
4/20/2025,Clay Holmes,STL,NYM,16,22,12.125,Probably Start
4/26/2025,Clay Holmes,WSN,WSN,18,16,12.9,NA
5/2/2025,Clay Holmes,STL,STL,12,18,13.75,Probably Start
5/9/2025,Clay Holmes,CHC,NYM,20,12,13.5,Questionable Start
5/14/2025,Clay Holmes,PIT,NYM,6,20,14.3125,Auto Start
5/20/2025,Clay Holmes,BOS,BOS,12,6,13.38888889,Probably Start
5/26/2025,Clay Holmes,CHW,NYM,9.6,12,13.25,Auto Start
6/1/2025,Clay Holmes,COL,NYM,20,9.6,12.91818182,Auto Start
6/7/2025,Clay Holmes,COL,COL,18,20,13.50833333,Probably Start
6/13/2025,Clay Holmes,TBR,NYM,11,18,13.85384615,Auto Start
6/19/2025,Clay Holmes,ATL,ATL,1.6,11,13.65,Probably Start
6/25/2025,Clay Holmes,ATL,NYM,13,1.6,12.84666667,Probably Start
7/2/2025,Clay Holmes,MIL,NYM,5.3,13,12.85625,Probably Start
7/8/2025,Clay Holmes,BAL,BAL,2,5.3,12.41176471,Probably Start
7/13/2025,Clay Holmes,KCR,KCR,7,2,11.83333333,Questionable Start
7/19/2025,Clay Holmes,CIN,NYM,2.3,7,11.57894737,Probably Start
7/25/2025,Clay Holmes,SFG,SFG,13,2.3,11.115,Probably Start
7/30/2025,Clay Holmes,SDP,SDP,-1.4,13,11.2047619,Questionable Start
8/5/2025,Clay Holmes,CLE,NYM,13,-1.4,10.63181818,Questionable Start
8/12/2025,Clay Holmes,ATL,NYM,-7.4,13,10.73478261,Questionable Start
8/17/2025,Clay Holmes,SEA,NYM,16,-7.4,9.979166667,Questionable Start
8/23/2025,Clay Holmes,ATL,ATL,18.3,16,10.22,Questionable Start
8/28/2025,Clay Holmes,MIA,NYM,7,18.3,10.53076923,Questionable Start
9/3/2025,Clay Holmes,DET,DET,6.6,7,10.4,Questionable Start
9/10/2025,Clay Holmes,PHI,PHI,0,6.6,10.26428571,Questionable Start
9/16/2025,Clay Holmes,SDP,NYM,6,0,9.910344828,Questionable Start
9/27/2025,Clay Holmes,MIA,MIA,21,6,9.78,Probably Start
4/4/2025,Max Fried,PIT,PIT,17.6,3.6,3.6,Auto Start
4/9/2025,Max Fried,DET,DET,32,17.6,10.6,Auto Start
4/15/2025,Max Fried,KCR,NYY,19.6,32,17.73333333,Auto Start
4/20/2025,Max Fried,TBR,TBR,24.6,19.6,18.2,Auto Start
4/27/2025,Max Fried,TOR,NYY,19,24.6,19.48,Auto Start
5/2/2025,Max Fried,TBR,NYY,29,19,19.4,Auto Start
5/7/2025,Max Fried,SDP,NYY,22,29,20.77142857,Auto Start
5/13/2025,Max Fried,SEA,SEA,12,22,20.925,Auto Start
5/18/2025,Max Fried,NYM,NYY,17,12,19.93333333,Auto Start
5/24/2025,Max Fried,COL,COL,24.3,17,19.64,Auto Start
5/30/2025,Max Fried,LAD,LAD,-2,24.3,20.06363636,Auto Start
6/5/2025,Max Fried,CLE,NYY,27,-2,18.225,Auto Start
6/10/2025,Max Fried,KCR,KCR,20,27,18.9,Auto Start
6/15/2025,Max Fried,BOS,BOS,18,20,18.97857143,Auto Start
6/20/2025,Max Fried,BAL,NYY,12,18,18.91333333,Auto Start
6/25/2025,Max Fried,CIN,CIN,28,12,18.48125,Auto Start
7/1/2025,Max Fried,TOR,TOR,7,28,19.04117647,Auto Start
7/6/2025,Max Fried,NYM,NYM,12,7,18.37222222,Auto Start
7/12/2025,Max Fried,CHC,NYY,-4,12,18.03684211,Auto Start
7/23/2025,Max Fried,TOR,TOR,1.3,-4,16.935,Auto Start
7/29/2025,Max Fried,TBR,NYY,22.6,1.3,16.19047619,Auto Start
8/4/2025,Max Fried,TEX,TEX,3,22.6,16.48181818,Auto Start
8/10/2025,Max Fried,HOU,NYY,1,3,15.89565217,Auto Start
8/16/2025,Max Fried,STL,STL,3,1,15.275,Auto Start
8/22/2025,Max Fried,BOS,NYY,18,3,14.784,Auto Start
8/27/2025,Max Fried,WSN,NYY,24,18,14.90769231,Auto Start
9/2/2025,Max Fried,HOU,HOU,22,24,15.24444444,Auto Start
9/7/2025,Max Fried,TOR,NYY,17,22,15.48571429,Auto Start
9/13/2025,Max Fried,BOS,BOS,11.3,17,15.53793103,Auto Start
9/18/2025,Max Fried,BAL,BAL,35,11.3,15.39666667,Auto Start
9/24/2025,Max Fried,CHW,NYY,25,35,16.02903226,Auto Start
4/2/2025,Zach Eflin,BOS,BAL,9,18,18,Probably Start
4/7/2025,Zach Eflin,ARI,ARI,18,9,13.5,Probably Start
5/11/2025,Zach Eflin,LAA,LAA,14,18,15,Questionable Start
5/18/2025,Zach Eflin,WSN,BAL,-6.7,14,14.75,Probably Start
5/24/2025,Zach Eflin,BOS,BOS,1,-6.7,10.46,Questionable Start
5/30/2025,Zach Eflin,CHW,BAL,27,1,8.883333333,Probably Start
6/5/2025,Zach Eflin,SEA,SEA,16,27,11.47142857,Probably Start
6/11/2025,Zach Eflin,DET,BAL,20.6,16,12.0375,Probably Start
6/16/2025,Zach Eflin,TBR,TBR,-11,20.6,12.98888889,Probably Start
6/21/2025,Zach Eflin,NYY,NYY,-11,-11,10.59,Questionable Start
6/28/2025,Zach Eflin,TBR,BAL,-10,-11,8.627272727,Questionable Start
7/23/2025,Zach Eflin,CLE,CLE,13,-10,7.075,Probably Start
7/28/2025,Zach Eflin,TOR,BAL,-1.7,13,7.530769231,Questionable Start
7/3/2025,Dietrich Enns,WSN,WSN,-9,21,21,Questionable Start
8/27/2025,Dietrich Enns,BOS,BAL,5.6,-9,6,Do Not Start
5/17/2025,Brent Suter,CLE,CIN,6,7,7,NA
6/21/2025,Brent Suter,STL,STL,1,6,6.5,NA
4/5/2025,Michael Wacha,BAL,KCR,5.6,4,4,Questionable Start
4/10/2025,Michael Wacha,MIN,KCR,9.3,5.6,4.8,Probably Start
4/15/2025,Michael Wacha,NYY,NYY,7.6,9.3,6.3,Questionable Start
4/20/2025,Michael Wacha,DET,DET,9.3,7.6,6.625,Probably Start
4/26/2025,Michael Wacha,HOU,KCR,23,9.3,7.16,NA
5/2/2025,Michael Wacha,BAL,BAL,7.3,23,9.8,Questionable Start
5/7/2025,Michael Wacha,CHW,KCR,27,7.3,9.442857143,Probably Start
5/12/2025,Michael Wacha,HOU,HOU,12.3,27,11.6375,Questionable Start
5/18/2025,Michael Wacha,STL,KCR,11,12.3,11.71111111,Probably Start
5/24/2025,Michael Wacha,MIN,MIN,0,11,11.64,Probably Start
5/31/2025,Michael Wacha,DET,KCR,25,0,10.58181818,Probably Start
6/7/2025,Michael Wacha,CHW,CHW,10,25,11.78333333,Auto Start
6/13/2025,Michael Wacha,ATH,KCR,-0.7,10,11.64615385,Probably Start
6/19/2025,Michael Wacha,TEX,TEX,22,-0.7,10.76428571,Probably Start
6/25/2025,Michael Wacha,TBR,KCR,11,22,11.51333333,Probably Start
6/30/2025,Michael Wacha,SEA,SEA,-4,11,11.48125,Probably Start
7/5/2025,Michael Wacha,ARI,ARI,0,-4,10.57058824,Questionable Start
7/11/2025,Michael Wacha,NYM,KCR,13,0,9.983333333,Questionable Start
7/19/2025,Michael Wacha,MIA,MIA,13,13,10.14210526,Probably Start
7/26/2025,Michael Wacha,CLE,KCR,14.3,13,10.285,Probably Start
8/1/2025,Michael Wacha,TOR,TOR,29,14.3,10.47619048,Questionable Start
8/6/2025,Michael Wacha,BOS,BOS,17,29,11.31818182,Questionable Start
8/12/2025,Michael Wacha,WSN,KCR,12.6,17,11.56521739,Probably Start
8/18/2025,Michael Wacha,TEX,KCR,10.6,12.6,11.60833333,Probably Start
8/23/2025,Michael Wacha,DET,DET,7,10.6,11.568,Questionable Start
8/31/2025,Michael Wacha,DET,KCR,2.6,7,11.39230769,Questionable Start
9/5/2025,Michael Wacha,MIN,KCR,17.6,2.6,11.06666667,Questionable Start
9/16/2025,Michael Wacha,SEA,KCR,-16.4,17.6,11.3,Questionable Start
9/21/2025,Michael Wacha,TOR,KCR,-2,-16.4,10.34482759,Do Not Start
9/27/2025,Michael Wacha,ATH,ATH,23,-2,9.933333333,Do Not Start
4/4/2025,Kevin Gausman,NYM,NYM,5.3,19,19,Probably Start
4/9/2025,Kevin Gausman,BOS,BOS,30,5.3,12.15,Questionable Start
4/15/2025,Kevin Gausman,ATL,TOR,19,30,18.1,Probably Start
4/21/2025,Kevin Gausman,HOU,HOU,7,19,18.325,Probably Start
4/27/2025,Kevin Gausman,NYY,NYY,-11.4,7,16.06,Questionable Start
5/3/2025,Kevin Gausman,CLE,TOR,25,-11.4,11.48333333,Probably Start
5/9/2025,Kevin Gausman,SEA,SEA,10.3,25,13.41428571,Probably Start
5/15/2025,Kevin Gausman,TBR,TOR,-0.4,10.3,13.025,Probably Start
5/21/2025,Kevin Gausman,SDP,TOR,32,-0.4,11.53333333,Questionable Start
5/26/2025,Kevin Gausman,TEX,TEX,28,32,13.58,Probably Start
6/1/2025,Kevin Gausman,ATH,TOR,3.6,28,14.89090909,Probably Start
6/7/2025,Kevin Gausman,MIN,MIN,10,3.6,13.95,Probably Start
6/13/2025,Kevin Gausman,PHI,PHI,6,10,13.64615385,Probably Start
6/19/2025,Kevin Gausman,ARI,TOR,-7.7,6,13.1,Questionable Start
6/26/2025,Kevin Gausman,CLE,CLE,32,-7.7,11.71333333,Questionable Start
7/1/2025,Kevin Gausman,NYY,TOR,4,32,12.98125,Questionable Start
7/6/2025,Kevin Gausman,LAA,TOR,10.6,4,12.45294118,Questionable Start
7/12/2025,Kevin Gausman,ATH,ATH,4,10.6,12.35,Questionable Start
7/21/2025,Kevin Gausman,NYY,TOR,26,4,11.91052632,Questionable Start
7/26/2025,Kevin Gausman,DET,DET,26,26,12.615,Questionable Start
8/1/2025,Kevin Gausman,KCR,TOR,7,26,13.25238095,Probably Start
8/6/2025,Kevin Gausman,COL,COL,27,7,12.96818182,Questionable Start
8/13/2025,Kevin Gausman,CHC,TOR,16,27,13.57826087,Questionable Start
8/18/2025,Kevin Gausman,PIT,PIT,8,16,13.67916667,Probably Start
8/24/2025,Kevin Gausman,MIA,MIA,9,8,13.452,Probably Start
8/30/2025,Kevin Gausman,MIL,TOR,23,9,13.28076923,Questionable Start
9/5/2025,Kevin Gausman,NYY,NYY,27,23,13.64074074,Questionable Start
9/11/2025,Kevin Gausman,HOU,TOR,38,27,14.11785714,Probably Start
9/17/2025,Kevin Gausman,TBR,TBR,14,38,14.94137931,Probably Start
9/23/2025,Kevin Gausman,BOS,TOR,4.6,14,14.91,Probably Start
9/28/2025,Kevin Gausman,TBR,TOR,-3.4,4.6,14.57741935,Auto Start
6/29/2025,Frankie Montas,PIT,PIT,-3,14,14,NA
7/5/2025,Frankie Montas,NYY,NYM,9.6,-3,5.5,NA
7/12/2025,Frankie Montas,KCR,KCR,19,9.6,6.866666667,NA
7/22/2025,Frankie Montas,LAA,NYM,12.6,19,9.9,NA
7/28/2025,Frankie Montas,SDP,SDP,-4.7,12.6,10.44,NA
8/3/2025,Frankie Montas,SFG,NYM,-8,-4.7,7.916666667,NA
4/6/2025,Tyler Glasnow,PHI,PHI,-9,23,23,Auto Start
4/13/2025,Tyler Glasnow,CHC,LAD,17,-9,7,Auto Start
4/20/2025,Tyler Glasnow,TEX,TEX,14,17,10.33333333,Auto Start
4/27/2025,Tyler Glasnow,PIT,LAD,-4,14,11.25,Auto Start
7/9/2025,Tyler Glasnow,MIL,MIL,15,-4,8.2,Probably Start
7/18/2025,Tyler Glasnow,MIL,LAD,17,15,9.333333333,Auto Start
7/23/2025,Tyler Glasnow,MIN,LAD,27,17,10.42857143,Auto Start
7/29/2025,Tyler Glasnow,CIN,CIN,-2,27,12.5,Auto Start
8/4/2025,Tyler Glasnow,STL,LAD,21,-2,10.88888889,Auto Start
8/10/2025,Tyler Glasnow,TOR,LAD,11.6,21,11.9,Auto Start
8/17/2025,Tyler Glasnow,SDP,LAD,12,11.6,11.87272727,Auto Start
8/23/2025,Tyler Glasnow,SDP,SDP,3,12,11.88333333,Auto Start
8/30/2025,Tyler Glasnow,ARI,LAD,17,3,11.2,Auto Start
9/8/2025,Tyler Glasnow,COL,LAD,33,17,11.61428571,Auto Start
9/14/2025,Tyler Glasnow,SFG,SFG,18.6,33,13.04,Auto Start
9/20/2025,Tyler Glasnow,SFG,LAD,9,18.6,13.3875,Auto Start
9/27/2025,Tyler Glasnow,SEA,SEA,8,9,13.12941176,Auto Start
6/18/2025,Paul Blackburn,ATL,ATL,-0.4,14,14,Do Not Start
6/23/2025,Paul Blackburn,ATL,NYM,2.6,-0.4,6.8,Do Not Start
6/28/2025,Paul Blackburn,PIT,PIT,-7,2.6,5.4,Do Not Start
4/6/2025,Andrew Heaney,NYY,PIT,23,10,10,Do Not Start
4/12/2025,Andrew Heaney,CIN,CIN,11,23,16.5,Questionable Start
4/17/2025,Andrew Heaney,WSN,PIT,23.3,11,14.66666667,Questionable Start
4/23/2025,Andrew Heaney,LAA,LAA,31,23.3,16.825,Probably Start
4/29/2025,Andrew Heaney,CHC,PIT,-3.4,31,19.66,Questionable Start
5/4/2025,Andrew Heaney,SDP,PIT,-7.4,-3.4,15.81666667,Questionable Start
5/10/2025,Andrew Heaney,ATL,PIT,9,-7.4,12.5,Do Not Start
